,PLAYER_ID,GAME_ID,GAME_DATE,VS_TEAM_ID,VS_TEAM_CITY,VS_TEAM_NAME,VS_TEAM_ABBREVIATION,STAT,STAT_VALUE,STAT_ORDER,DATE_EST
0,1642377,0022400476,JAN 03 2025,1610612758,Sacramento,Kings,SAC,PTS,30,1,2025-01-03T00:00:00
1,1642377,0022400128,OCT 31 2024,1610612749,Milwaukee,Bucks,MIL,REB,7,2,2024-10-31T00:00:00
2,1642377,0022400476,JAN 03 2025,1610612758,Sacramento,Kings,SAC,OREB,3,3,2025-01-03T00:00:00
3,1642377,0022400453,DEC 31 2024,1610612756,Phoenix,Suns,PHX,OREB,3,3,2024-12-31T00:00:00
4,1642377,0022400019,NOV 15 2024,1610612744,Golden State,Warriors,GSW,OREB,3,3,2024-11-15T00:00:00
5,1642377,0022400128,OCT 31 2024,1610612749,Milwaukee,Bucks,MIL,DREB,6,4,2024-10-31T00:00:00
6,1642377,0022400266,NOV 23 2024,1610612741,Chicago,Bulls,CHI,AST,6,5,2024-11-23T00:00:00
7,1642377,0022400378,DEC 21 2024,1610612737,Atlanta,Hawks,ATL,STL,2,6,2024-12-21T00:00:00
8,1642377,0022400056,DEC 03 2024,1610612742,Dallas,Mavericks,DAL,STL,2,6,2024-12-03T00:00:00
9,1642377,0022400293,NOV 27 2024,1610612765,Detroit,Pistons,DET,STL,2,6,2024-11-27T00:00:00
10,1642377,0022400023,NOV 19 2024,1610612743,Denver,Nuggets,DEN,BLK,1,7,2024-11-19T00:00:00
11,1642377,0022400238,NOV 17 2024,1610612743,Denver,Nuggets,DEN,BLK,1,7,2024-11-17T00:00:00
12,1642377,0022400191,NOV 08 2024,1610612764,Washington,Wizards,WAS,BLK,1,7,2024-11-08T00:00:00
13,1642377,0022400158,NOV 04 2024,1610612751,Brooklyn,Nets,BKN,BLK,1,7,2024-11-04T00:00:00
14,1642377,0022400124,OCT 30 2024,1610612751,Brooklyn,Nets,BKN,BLK,1,7,2024-10-30T00:00:00
15,1642377,0022400476,JAN 03 2025,1610612758,Sacramento,Kings,SAC,FGM,11,8,2025-01-03T00:00:00
16,1642377,0022400476,JAN 03 2025,1610612758,Sacramento,Kings,SAC,FGA,16,9,2025-01-03T00:00:00
17,1642377,0022400476,JAN 03 2025,1610612758,Sacramento,Kings,SAC,FG3M,8,10,2025-01-03T00:00:00
18,1642377,0022400414,DEC 26 2024,1610612761,Toronto,Raptors,TOR,FG3A,10,11,2024-12-26T00:00:00
19,1642377,0022400266,NOV 23 2024,1610612741,Chicago,Bulls,CHI,FG3A,10,11,2024-11-23T00:00:00
20,1642377,0022400329,DEC 05 2024,1610612758,Sacramento,Kings,SAC,FTM,5,12,2024-12-05T00:00:00
21,1642377,0022400329,DEC 05 2024,1610612758,Sacramento,Kings,SAC,FTA,6,13,2024-12-05T00:00:00
